name,address,latitude,longitude
福岡新宮店,福岡県糟屋郡新宮町中央駅前2-5-15,33.709198,130.454987
Coffee）,大阪府大阪市中央区今橋4-1-1,34.691063,135.500702
甲府アルプス通り店,山梨県中巨摩郡昭和町清水新居59-12,35.650974,138.543365
吉祥寺駅前店,東京都武蔵野市吉祥寺本町1-15-9,35.703838,139.580521
蔦屋書店,東京都渋谷区猿楽町17-5,35.648823,139.699509
2階レイクタウンゲート店,埼玉県越谷市レイクタウン4-2-2,35.877773,139.825058
仙台市名坂店,宮城県仙台市泉区高玉町3-10,38.318485,140.893326
フェアモール松任店,石川県白山市幸明町232-1,36.517498,136.578049
覚王山店,愛知県名古屋市千種区末盛通1-1,35.166622,136.952301
NEOPASA岡崎サービスエリア店,愛知県岡崎市宮石町六ツ田10-4,35.030331,137.224365
東京スカイツリーソラマチ東6階店,東京都墨田区押上1-1-2,35.710083,139.808609
京都四条葛野大路店,京都府京都市右京区山ノ内池尻町8-2,35.004738,135.720474
サンロード店,愛知県名古屋市中村区名駅4-7-25,35.169647,136.884903
南青山骨董通り店,東京都港区南青山5-4-27,35.662231,139.714432
東京ガーデンテラス紀尾井町店,東京都千代田区紀尾井町1-2,35.67992,139.737183
アピタ千代田橋店,愛知県名古屋市千種区千代田橋2-1-1,35.187107,136.969559
三軒茶屋店,東京都世田谷区太子堂4-20-25,35.644539,139.6698
大府柊山店,愛知県大府市柊山町3-401,35.018784,136.953247
イオンモール高崎店,群馬県高崎市棟高町1400,36.390381,139.006577
上小田井mozoワンダーシティ店,愛知県名古屋市西区二方町40,35.225266,136.883301
ふじみ野店,埼玉県ふじみ野市ふじみ野4-9-1,35.857895,139.516418
成田空港店,千葉県成田市三里塚御料牧場1-1,35.749569,140.370987
藤が丘effe店,愛知県名古屋市名東区藤が丘170-4,35.182381,137.021469
MIDORI松本店,長野県松本市深志1-1-1,36.230938,137.965363
東京駅新幹線南ラチ内店,東京都千代田区丸の内1-9-1,35.681252,139.767242
中部国際空港セントレア店,愛知県常滑市セントレア1-1,34.858509,136.809021
宇都宮イトーヨーカドー店,栃木県宇都宮市陽東6-2-1,36.552746,139.93161
イオンモール直方店,福岡県直方市湯野原2-1-1,33.76894,130.749512
Qiz溝の口店,神奈川県川崎市高津区溝口1-13-1,35.599899,139.613907
武蔵小杉北口店,神奈川県川崎市中原区小杉町1-403,35.577137,139.65802
