name,address,latitude,longitude
タピオ店,宮城県仙台市泉区寺岡6-5-1,38.342945,140.836349
ピオレ姫路店,兵庫県姫路市駅前町188-1,34.827621,134.690842
スターバックスコーヒー香取佐原店,千葉県香取市佐原ホ1238-3,35.90107,140.490005
日立総合病院店,茨城県日立市城南町2-1-1,36.591316,140.643677
ビバモール寝屋川店,大阪府寝屋川市寝屋南2-22-2,34.766487,135.651672
宇多津店,香川県綾歌郡宇多津町浜3-21-2,34.311615,133.813553
EXPASA海老名サービスエリア（上り線）店,神奈川県海老名市大谷南5-1-1,35.429092,139.397034
ビーンズ戸田公園店,埼玉県戸田市本町4-15-1,35.808144,139.678482
八王子オクトーレ店,東京都八王子市旭町9-1,35.657307,139.338837
神戸ハーバーランドumie店,兵庫県神戸市中央区東川崎町1-7-2,34.67952,135.182602
天王洲店,東京都品川区東品川2-2-4,35.623642,139.74971
友部サービスエリア（上り線）店,茨城県笠間市長兎路梶山久保1059-6,36.304745,140.338669
木場イトーヨーカドー店,東京都江東区木場1-5-30,35.666195,139.804977
水道橋後楽森ビル店,東京都文京区後楽1-4-14,35.703358,139.749695
虎ノ門駅前店,東京都港区虎ノ門1-1-23,35.670292,139.750565
安城篠目店,愛知県安城市篠目町肥田59-1,34.978886,137.065628
浜松駅新幹線ラチ内店,静岡県浜松市中央区鍛冶町140,34.703953,137.731689
天神ソラリアステージ店,福岡県福岡市中央区天神2-11-3,33.59042,130.398895
鹿児島OPSIAミスミ店,鹿児島県鹿児島市宇宿2-3-5,31.544403,130.544907
海老名中央店,神奈川県海老名市中央2-2-8,35.448467,139.391846
コースカベイサイドストアーズ店,神奈川県横須賀市本町2-1-12,35.282131,139.665558
赤坂見附店,東京都港区赤坂3-21-20,35.676899,139.735764
東急プラザ戸塚店,神奈川県横浜市戸塚区戸塚町16-1,35.400028,139.532776
いわき鹿島街道店,福島県いわき市常磐上矢田町戸石9-1,37.016563,140.90271
帯広稲田店,北海道帯広市稲田町南8線西10-7,42.889851,143.198059
広島アルパーク店,広島県広島市西区草津新町2-26-1,34.37373,132.394516
宇都宮城東店,栃木県宇都宮市城東2-24-11,36.549278,139.904877
高知あぞの店,高知県高知市薊野北町1-9-39,33.578888,133.55394
イオンモール岡崎店,愛知県岡崎市戸崎町外山38-5,34.936401,137.162979
ぽっぽ町田店,東京都町田市原町田4-10-20,35.542072,139.448837
