name,address,latitude,longitude
LAQUE四条烏丸店,京都府京都市下京区四条通室町東入函谷鉾町101,NaN,NaN
高島屋ステーションモール店,千葉県柏市末広町1-1,35.862377,139.970825
あざみ野みすずが丘店,神奈川県横浜市青葉区あざみ野南4-5-7,35.560482,139.541855
筑波大学附属病院店,茨城県つくば市天久保2-1-18,36.093224,140.10202
長崎空港店,長崎県大村市箕島町593,32.91518,129.914444
イースト2階店,北海道札幌市中央区北5条西2-5,43.068001,141.351227
松山はなみずき通り店,愛媛県松山市古川北3-7-28,33.810444,132.765457
ベイシア西部モール店,群馬県伊勢崎市宮子町3430-6,36.331673,139.158813
イオンモール川口前川店,埼玉県川口市前川1-1-11,35.833347,139.706055
山形県立中央病院店,山形県山形市青柳1800,38.300449,140.346176
大手町東京サンケイビル店,東京都千代田区大手町1-7-2,35.687069,139.765045
イオン若松店,福岡県北九州市若松区二島1-3-1,33.891369,130.74173
立川伊勢丹店,東京都立川市曙町2-5-1,35.699078,139.413345
北谷国道58号店,沖縄県中頭郡北谷町美浜1-5-11,26.313107,127.761292
イオン秦野店,神奈川県秦野市入船町12-1,35.377827,139.228149
多賀サービスエリア（上り線）店,滋賀県犬上郡多賀町敏満寺62-2,35.219063,136.282852
新大阪駅新幹線ラチ内店,大阪府大阪市淀川区西中島5-16-1,34.733185,135.500671
西武新宿PePe店,東京都新宿区歌舞伎町1-30-1,35.695972,139.699722
高松レインボーロード店,香川県高松市伏石町2084-5,34.311234,134.060135
茨木真砂店,大阪府茨木市真砂玉島台1-5,34.799839,135.582687
ゆめタウン徳島店,徳島県板野郡藍住町奥野東中須88-1,34.119118,134.500977
金沢フォーラス6Fクーゴ店,石川県金沢市堀川新町3-1,36.57856,136.649506
なんばCITY店,大阪府大阪市中央区難波5-1-60,34.664921,135.501114
アルビ住道店,大阪府大東市住道2-3-1,34.70628,135.621765
横浜スカイビル店,神奈川県横浜市西区高島2-19-12,35.464603,139.625
CIAL桜木町店,神奈川県横浜市中区桜木町1-1,35.453564,139.629242
泉中央セルバ店,宮城県仙台市泉区泉中央1-4-1,38.323639,140.882217
北心斎橋店,大阪府大阪市中央区南船場3-11-10,34.675991,135.501053
ひたちなか西光地店,茨城県ひたちなか市西光地2-17-2,36.416935,140.531631
なんばパークス店,大阪府大阪市浪速区難波中2-10-70,34.662411,135.501251
