name,address,latitude,longitude
香川大学病院店,香川県木田郡三木町池戸1750-1,34.293594,134.121765
イオンモール桑名店,三重県桑名市新西方1-22,35.072212,136.662552
浦安店,千葉県浦安市北栄1-15-9,35.665394,139.893875
宮崎赤江店,宮崎県宮崎市恒久今井出916,31.886568,131.424332
渋谷マークシティ店,東京都渋谷区道玄坂1-12-3,35.658092,139.698685
横浜北幸店,神奈川県横浜市西区北幸2-6-1,35.46685,139.617172
日本橋スルガビル店,東京都中央区日本橋室町1-7-1,35.684696,139.774811
香里園店,大阪府寝屋川市香里新町31-17,34.784962,135.630066
渋谷クロスタワー店,東京都渋谷区渋谷2-15-1,35.659077,139.705292
阪急大井町ガーデン店,東京都品川区大井1-50-5,35.606041,139.734039
イオン橋本店,神奈川県相模原市緑区橋本6-2-1,35.596298,139.344482
品川駅ラチ内店,東京都港区港南2-1-78,35.631676,139.740341
鎌倉御成町店,神奈川県鎌倉市御成町15-11,35.31963,139.547485
ベイシア富里店,千葉県富里市七栄532,35.750504,140.309891
アリオ鳳店,大阪府堺市西区鳳南町3-199-12,34.526146,135.456894
イオンモール茨木店,大阪府茨木市松ケ本町8-30,34.811398,135.557831
スターバックスコーヒー日野万願寺店,東京都日野市万願寺4-24-6,35.6702,139.411499
イオンモール久御山店,京都府久世郡久御山町森南大内156-1,34.893517,135.745865
盛岡西バイパス店,岩手県盛岡市北飯岡4-12-20,39.669132,141.134293
海老名店,神奈川県海老名市中央1-4-1,35.452129,139.392563
明石ビブレ店,兵庫県明石市大久保町ゆりのき通り36952,34.681107,134.938416
港南台バーズ店,神奈川県横浜市港南区港南台3-1-3,35.375042,139.577301
スターバックスコーヒー神田小川町2丁目店,東京都千代田区神田小川町2-5-5,35.694206,139.763412
ミーナ天神店,福岡県福岡市中央区天神4-3-8,33.592609,130.398712
新栄葵町店,愛知県名古屋市東区葵1-21-4,35.170654,136.921066
ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100,34.717068,135.36261
イオン北千里店,大阪府吹田市古江台4-2-50,34.820385,135.509125
アトレヴィ三鷹店,東京都三鷹市下連雀3-46-4,35.702454,139.560333
仙台駅東口店,宮城県仙台市宮城野区榴岡1-2-10,38.259537,140.88588
イオンモール福津店,福岡県福津市日蒔野6-16-1,33.753025,130.492828
