name,address,latitude,longitude
東京大久保店,東京都新宿区百人町2-23-1,35.70179,139.696976
上野広小路店,東京都台東区上野4-5-8,35.709126,139.773834
イオンモールりんくう泉南店,大阪府泉南市りんくう南浜3-12,34.382992,135.267197
浅草橋東口店,東京都台東区浅草橋1-30-12,35.697918,139.786438
海老名ビナウォーク店,神奈川県海老名市中央1-4-1,35.452129,139.392563
ポートウォークみなと店,愛知県名古屋市港区当知2-1501,35.109409,136.847565
アリオ西新井SC店,東京都足立区西新井栄町1-20-1,35.774689,139.785782
トキハわさだタウン店,大分県大分市玉沢755-1,33.188679,131.581497
代々木上原店,東京都渋谷区西原3-8-5,35.66946,139.680283
プライムツリー赤池店,愛知県日進市赤池町箕ノ手1,35.117123,137.021759
あまがさきキューズモール店,兵庫県尼崎市潮江1-3-1,34.733112,135.431763
アスピア明石店,兵庫県明石市東仲ノ町6-1,34.64809,134.995071
目黒西口店,東京都品川区上大崎2-27-1,35.634377,139.714935
くずはモール店,大阪府枚方市楠葉花園町10-85,34.859894,135.67688
イオンモールいわき小名浜店,福島県いわき市小名浜港背後地土地区画整理事業地内,36.94548,140.916428
プレ葉ウォーク浜北店,静岡県浜松市浜名区貴布祢1200,34.797241,137.779282
新宿西口駅前店,東京都新宿区西新宿1-4-2,35.692825,139.699081
おのだサンパーク店,山口県山陽小野田市中川6-4-1,33.985802,131.170547
ララガーデン川口店,埼玉県川口市宮町18-9,35.806213,139.699142
小田急豪徳寺駅店,東京都世田谷区豪徳寺1-43-4,35.653854,139.647202
イオンモール秋田店,秋田県秋田市御所野地蔵田1-1-1,39.663094,140.160889
港南台バーズ店,神奈川県横浜市港南区港南台3-1-3,35.375042,139.577301
京都河原町三条店,京都府京都市中京区河原町通三条下る二丁目山崎町237-6,35.009998,135.751389
広島パルコ前店,広島県広島市中区堀川町6-9,34.392593,132.462173
イオン相模原SC店,神奈川県相模原市南区古淵2-10-1,35.554676,139.417847
アリオ川口店,埼玉県川口市並木元町1-79,35.806885,139.71582
リバーサイド千秋店,新潟県長岡市千秋2-278,37.460854,138.827026
キュービックプラザ新横浜店,神奈川県横浜市港北区篠原町2937,35.506004,139.616486
イオンモール川口前川店,埼玉県川口市前川1-1-11,35.833347,139.706055
大阪南海なんば駅店,大阪府大阪市中央区難波5-1-60,34.664921,135.501114
