name,address,latitude,longitude
津中央店,三重県津市乙部2011,34.720528,136.517181
栄一丁目店,愛知県名古屋市中区栄1-8-18,35.166534,136.895004
熊谷店,埼玉県熊谷市中央1-326,36.158092,139.391373
長野東和田店,長野県長野市東和田508-1,36.655037,138.224991
いなべ店,三重県いなべ市員弁町松之木155,35.107121,136.573441
栄鉄砲町店,愛知県名古屋市中区栄2-14-6,35.166294,136.902313
安城今村店,愛知県安城市今本町4-1-6,34.992737,137.079132
金沢直江店,石川県金沢市直江東1-158,36.613266,136.635193
いわき泉店,福島県いわき市泉町滝尻定ノ田216,36.957367,140.858704
南草津店,滋賀県草津市追分南3-22-11,34.995491,135.964325
昭和橋店,愛知県名古屋市中川区昭和橋通3-16,35.125069,136.867584
伊那ナイスロード店,長野県伊那市上新田2412,35.829227,137.964737
如意店,愛知県名古屋市北区如意4-44-3,35.236126,136.921036
一宮浜町店,愛知県一宮市浜町4-11-1,35.309532,136.812195
岐阜笠松店,岐阜県岐阜市茜部辰新1-60,35.381512,136.762207
多治見住吉店,岐阜県多治見市住吉町6-6,35.344997,137.119659
国立北口店,東京都国立市北1-5-6,35.699905,139.447357
葛飾東水元店,東京都葛飾区東水元3-8-2,35.785454,139.865417
町田鶴川店,東京都町田市能ヶ谷7-12-17,35.589993,139.479111
江南村久野店,愛知県江南市村久野町瀬頭163-5,35.355099,136.873764
松阪殿町店,三重県松阪市殿町1465-7,34.572601,136.524673
大治店,愛知県海部郡大治町馬島大門西48,35.172901,136.81929
岡崎橋目店,愛知県岡崎市小針町字神田57-1,34.98613,137.126984
八尾高美店,大阪府八尾市八尾木北4-17,34.614498,135.611404
矢場町店,愛知県名古屋市中区栄3-31-8,35.163811,136.908447
関池田店,岐阜県関市小瀬字北池田2352-4,35.49514,136.883545
烏丸五条店,京都府京都市下京区松原通烏丸東入ル南側俊成町438,34.99892,135.764771
栄三丁目店,愛知県名古屋市中区栄3-8-8,35.167618,136.905563
平針試験場前店,愛知県名古屋市天白区平針台2-201,35.105579,137.006683
桑名中央通店,三重県桑名市中央町4-26,35.062359,136.686996
