name,address,latitude,longitude
横浜北幸店,神奈川県横浜市西区北幸2-5-17,35.467522,139.617462
名古屋大学病院店,愛知県名古屋市昭和区鶴舞町65,35.157745,136.921539
山形大学病院店,山形県山形市飯田西2-2-2,38.213795,140.315613
市立函館病院店,北海道函館市港町1-10-1,41.804401,140.72966
国際展示場駅店,東京都江東区有明3-7-3,35.634727,139.792694
石川町店,神奈川県横浜市中区石川町1-3,35.438873,139.644775
三宮駅前店,兵庫県神戸市中央区北長狭通1-30,34.691998,135.19162
東陽町店,東京都江東区東陽4-5-18,35.669815,139.818604
会津若松神明通り店,福島県会津若松市栄町2-14,37.495956,139.928452
JR三宮東口店,兵庫県神戸市中央区琴ノ緒町5-1-304,34.694775,135.194626
ドトールコーヒーショップ日本橋浜町店,東京都中央区日本橋浜町3-3-1,35.684128,139.787857
大宮ソニックシティ前店,埼玉県さいたま市大宮区桜木町2-194,35.906147,139.620483
中目黒店,東京都目黒区上目黒3-3-2,35.644611,139.698532
横浜労災病院店,神奈川県横浜市港北区小机町3211,35.510883,139.611008
ドトールコーヒーコスパ松原店,埼玉県草加市松原1-2-15,35.845196,139.797668
近鉄鶴橋駅店,大阪府大阪市生野区鶴橋1-1,34.664219,135.530228
藤沢南口店,神奈川県藤沢市南藤沢3-2,35.337963,139.488617
衣笠店,神奈川県横須賀市衣笠栄町1-70-128,35.257278,139.662567
学芸大学店,東京都目黒区鷹番2-16-18,35.628841,139.686935
エッソ郡山美術館通り店,福島県郡山市向河原町4-65,37.40102,140.395996
妙典駅前店,千葉県市川市富浜1-3-2,35.691608,139.925735
金町北口店,東京都葛飾区東金町1-24-7,35.769924,139.86969
ホワイティウメダ店,大阪府大阪市北区角田町梅田地下街2-8,34.703751,135.499283
奈良県立医科大学附属病院店,奈良県橿原市四条町840,34.503887,135.792542
たまプラーザ店,神奈川県横浜市青葉区美しが丘2-15-8,35.578915,139.558945
元町鯉川筋店,兵庫県神戸市中央区三宮町3-7-4,34.689636,135.18959
鹿児島空港店,鹿児島県霧島市溝辺町麓822,31.800259,130.71759
福岡天神4丁目店,福岡県福岡市中央区天神4-4-1,33.5938,130.399002
西武入間ペペ店,埼玉県入間市河原町2-1,35.84132,139.38945
銀座6丁目店,東京都中央区銀座6-13-6,35.6689,139.765045
